"","Date","Tweets.published","impressions","engagements","taux.d‚..engagement","Retweets","r√.ponses","J.aime","clics.sur.le.profil.de.l.utilisateur","clics.sur.l.URL","clics.sur.le.hashtag","ouvertures.des.d√.tails","clics.sur.le.permalien","ouvertures.d.application","installations.de.l.application","abonnements.","envoyer.le.Tweet.par.email","composer.le.num√.ro","vues.du.m√.dia","engagements.avec.le.m√.dia","impressions.sponsoris√.","engagements.sponsoris√.","taux.d‚..engagement.sponsoris√.","Retweets.sponsoris√.","r√.ponses.sponsoris√.","J.aime.sponsoris√.","clics.sur.le.profil.de.l.utilisateur.sponsoris√.","clics.sur.l.URL.sponsoris√.","clics.sur.le.hashtag.sponsoris√.","ouvertures.des.d√.tails.sponsoris√.","clics.sur.le.permalien.sponsoris√.","ouvertures.d.application.sponsoris√.","installations.de.l.application.sponsoris√.","abonnements..sponsoris√.","envoyer.le.Tweet.par.email.sponsoris√.","composer.le.num√.ro.sponsoris√.","vues.du.m√.dia.sponsoris√.","engagements.avec.le.m√.dia.sponsoris√."
"133","2021-02-10",0,205,6,0.0292682926829268,0,0,0,0,0,0,2,0,0,0,0,0,0,12,4,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"134","2021-02-11",1,558,7,0.0125448028673835,0,0,1,0,0,0,3,0,0,0,0,0,0,12,3,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"135","2021-02-12",0,115,1,0.00869565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"136","2021-02-13",0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"137","2021-02-14",0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"138","2021-02-15",0,315,5,0.0158730158730159,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"139","2021-02-16",1,335,3,0.00895522388059702,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"140","2021-02-17",0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"141","2021-02-18",1,145,4,0.0275862068965517,0,0,1,0,0,2,0,0,0,0,0,0,0,6,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"142","2021-02-19",0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"143","2021-02-20",0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"144","2021-02-21",0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"145","2021-02-22",0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"146","2021-02-23",1,758,14,0.0184696569920844,3,0,2,0,1,0,8,0,0,0,0,0,0,12,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"147","2021-02-24",0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"148","2021-02-25",0,80,2,0.025,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"149","2021-02-26",1,176,5,0.0284090909090909,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"150","2021-02-27",0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"151","2021-02-28",0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"152","2021-03-01",0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"153","2021-03-02",1,506,6,0.0118577075098814,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"154","2021-03-03",0,145,1,0.00689655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"155","2021-03-04",1,454,7,0.0154185022026432,0,0,0,0,0,0,3,0,0,0,0,0,0,11,4,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"156","2021-03-05",0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"157","2021-03-06",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"158","2021-03-07",0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"159","2021-03-08",0,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"160","2021-03-09",1,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"161","2021-03-10",0,501,4,0.00798403193612774,0,0,0,1,0,0,1,0,0,0,0,0,0,3,2,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"162","2021-03-11",1,241,7,0.029045643153527,0,0,1,1,0,0,3,0,0,0,0,0,0,8,2,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"163","2021-03-12",0,462,2,0.00432900432900433,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"164","2021-03-13",0,487,1,0.00205338809034908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"165","2021-03-14",0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"166","2021-03-15",0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"167","2021-03-16",1,144,4,0.0277777777777778,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"168","2021-03-17",0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"169","2021-03-18",1,479,10,0.0208768267223382,1,0,2,0,0,0,4,0,0,0,0,0,0,3,3,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"170","2021-03-19",0,317,12,0.0378548895899054,0,0,1,2,0,0,4,0,0,0,0,0,0,6,5,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"171","2021-03-20",0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"172","2021-03-21",0,363,5,0.0137741046831956,0,0,0,1,0,1,1,0,0,0,0,0,0,3,2,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"173","2021-03-22",0,80,3,0.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"174","2021-03-23",1,847,17,0.0200708382526564,3,0,3,1,3,0,6,0,0,0,0,0,0,4,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"175","2021-03-24",1,920,8,0.00869565217391304,1,0,0,0,1,0,2,0,0,0,0,0,0,5,4,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"176","2021-03-25",1,748,5,0.00668449197860963,0,0,0,1,0,0,3,0,0,0,0,0,0,1,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"177","2021-03-26",0,498,10,0.0200803212851406,0,0,0,2,0,0,1,0,0,0,0,0,0,6,7,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"178","2021-03-27",0,63,1,0.0158730158730159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"179","2021-03-28",0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"180","2021-03-29",0,331,2,0.00604229607250755,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"181","2021-03-30",1,904,2,0.00221238938053097,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"182","2021-03-31",0,387,4,0.0103359173126615,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"183","2021-04-01",1,544,15,0.0275735294117647,0,0,0,1,0,0,4,0,0,0,0,0,0,14,10,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"184","2021-04-02",0,502,4,0.00796812749003984,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"185","2021-04-03",0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"186","2021-04-04",0,610,1,0.00163934426229508,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"187","2021-04-05",0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"188","2021-04-06",1,630,5,0.00793650793650794,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"189","2021-04-07",0,72,1,0.0138888888888889,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"190","2021-04-08",1,289,15,0.0519031141868512,1,0,6,1,4,0,1,0,0,0,0,0,0,8,2,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"191","2021-04-09",0,129,6,0.0465116279069767,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"192","2021-04-10",0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"193","2021-04-11",0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"194","2021-04-12",0,352,4,0.0113636363636364,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"195","2021-04-13",1,181,2,0.0110497237569061,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"196","2021-04-14",0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"197","2021-04-15",0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"198","2021-04-16",0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"199","2021-04-17",0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"200","2021-04-18",0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"201","2021-04-19",0,114,2,0.0175438596491228,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"202","2021-04-20",0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"203","2021-04-21",0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"204","2021-04-22",1,123,2,0.016260162601626,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"205","2021-04-23",0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"206","2021-04-24",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"207","2021-04-25",0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"208","2021-04-26",0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"209","2021-04-27",0,222,1,0.0045045045045045,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"210","2021-04-28",0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"211","2021-04-29",1,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"212","2021-04-30",0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"213","2021-05-01",0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"214","2021-05-02",0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"215","2021-05-03",0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"216","2021-05-04",1,79,4,0.0506329113924051,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"217","2021-05-05",0,117,2,0.0170940170940171,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"218","2021-05-06",0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"219","2021-05-07",1,384,7,0.0182291666666667,1,0,3,1,0,0,1,0,0,0,0,0,0,1,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"220","2021-05-08",0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"221","2021-05-09",0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"222","2021-05-10",1,189,2,0.0105820105820106,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"223","2021-05-11",0,122,3,0.0245901639344262,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"224","2021-05-12",0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"225","2021-05-13",0,127,1,0.0078740157480315,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"226","2021-05-14",0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"227","2021-05-15",0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"228","2021-05-16",0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"229","2021-05-17",0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"230","2021-05-18",1,269,9,0.033457249070632,0,0,1,0,1,1,6,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"231","2021-05-19",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"232","2021-05-20",0,487,3,0.00616016427104723,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"233","2021-05-21",1,146,2,0.0136986301369863,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"234","2021-05-22",0,176,1,0.00568181818181818,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"235","2021-05-23",0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"236","2021-05-24",0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"237","2021-05-25",0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"238","2021-05-26",0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"239","2021-05-27",1,595,6,0.0100840336134454,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"240","2021-05-28",0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"241","2021-05-29",0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"242","2021-05-30",0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"243","2021-05-31",0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"244","2021-06-01",0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"245","2021-06-02",2,432,7,0.0162037037037037,4,0,1,0,2,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"246","2021-06-03",0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"247","2021-06-04",0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"248","2021-06-05",0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"249","2021-06-06",0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"250","2021-06-07",0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"251","2021-06-08",1,155,7,0.0451612903225806,0,0,0,0,0,1,4,0,0,0,0,0,0,2,2,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"252","2021-06-09",1,230,8,0.0347826086956522,1,0,1,0,3,0,3,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"253","2021-06-10",0,141,3,0.0212765957446809,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"254","2021-06-11",0,140,1,0.00714285714285714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"255","2021-06-12",0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"256","2021-06-13",0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"257","2021-06-14",0,36,1,0.0277777777777778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"258","2021-06-15",1,208,2,0.00961538461538462,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"259","2021-06-16",0,145,1,0.00689655172413793,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"260","2021-06-17",1,173,1,0.00578034682080925,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"261","2021-06-18",0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"262","2021-06-19",0,87,2,0.0229885057471264,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"263","2021-06-20",0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"264","2021-06-21",1,161,7,0.0434782608695652,0,0,0,0,1,0,5,0,0,0,0,0,0,9,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"265","2021-06-22",0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"266","2021-06-23",0,254,2,0.0078740157480315,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"267","2021-06-24",1,240,4,0.0166666666666667,2,0,0,0,1,0,1,0,0,0,0,0,0,13,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"268","2021-06-25",0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"269","2021-06-26",0,139,1,0.00719424460431655,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"270","2021-06-27",0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"271","2021-06-28",0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
